,pdf_id,Job Title,Interviewee ID,Job Title applying to,Job Title Tokens,Aggregated Applying Job Title Tokens,Job Title Risk Factor
869,901,FREELANCE IT CONSULTANT,901,,"['FREELANCE', 'IT', 'CONSULTANT']",[],0
870,902,CASE MANAGER,902,,"['CASE', 'MANAGER']",[],0
871,903,ELECTRICIAN,903,a supervisor,['ELECTRICIAN'],"['a', 'supervisor']",0.88714938
872,904,COMMISSION SPECIALIST,904,the Commission Specialist's ability a Senior Analyst,"['COMMISSION', 'SPECIALIST']","['the', 'Commission', ""Specialist's"", 'ability', 'a', 'Senior', 'Analyst']",0.500905769
873,905,INFORMATION TECHNOLOGY CONSULTANT,905,a certified fitness trainer,"['INFORMATION', 'TECHNOLOGY', 'CONSULTANT']","['a', 'certified', 'fitness', 'trainer']",0.352393852
874,906,HR EXECUTIVE,906,,"['HR', 'EXECUTIVE']",[],0
875,907,ADVOCATE GENERAL,907,an experienced HR representative an exceptional HR assistant,"['ADVOCATE', 'GENERAL']","['an', 'experienced', 'HR', 'representative', 'an', 'exceptional', 'HR', 'assistant']",0.500292851
876,908,FIELD NURSE,908,the Account Executive's strategic approach,"['FIELD', 'NURSE']","['the', 'Account', ""Executive's"", 'strategic', 'approach']",0.655569317
877,909,ACCOUNTANT,909,,['ACCOUNTANT'],[],0
878,911,COURT APPOINTED SPECIAL ADVOCATE,911,an intern,"['COURT', 'APPOINTED', 'SPECIAL', 'ADVOCATE']","['an', 'intern']",0.48817318
879,912,NIGHT WAREHOUSE SELECTOR,912,an accomplished account executive,"['NIGHT', 'WAREHOUSE', 'SELECTOR']","['an', 'accomplished', 'account', 'executive']",0.816914827
880,913,INFORMATION TECHNOLOGY DIRECTOR,913,,"['INFORMATION', 'TECHNOLOGY', 'DIRECTOR']",[],0
881,914,HEALTH COACH,914,,"['HEALTH', 'COACH']",[],0
882,915,DESKTOP SUPPORT ENGINEER,915,,"['DESKTOP', 'SUPPORT', 'ENGINEER']",[],0
883,916,YOGA INSTRUCTOR,916,a motivated personal trainer,"['YOGA', 'INSTRUCTOR']","['a', 'motivated', 'personal', 'trainer']",0.570460683
884,917,ADMINISTRATIVE ASSISTANT/SITE CLERK,917,,"['ADMINISTRATIVE', 'ASSISTANT/SITE', 'CLERK']",[],0
885,918,ADJUNCT INSTRUCTOR,918,a Trip Coordinator an information technology analyst,"['ADJUNCT', 'INSTRUCTOR']","['a', 'Trip', 'Coordinator', 'an', 'information', 'technology', 'analyst']",0.568378994
886,919,SUPPLY CHAIN MANAGER,919,new operators,"['SUPPLY', 'CHAIN', 'MANAGER']","['new', 'operators']",0.632560342
887,920,SENIOR ANALYST DATA QUALITY & GOVERNANCE,920,a talented Senior Analyst,"['SENIOR', 'ANALYST', 'DATA', 'QUALITY', '&', 'GOVERNANCE']","['a', 'talented', 'Senior', 'Analyst']",0.355911927
888,922,ENGINEER,922,a Healthcare Specialist,['ENGINEER'],"['a', 'Healthcare', 'Specialist']",0.507600093
889,923,FAMILY ADVOCATE,923,,"['FAMILY', 'ADVOCATE']",[],0
890,924,BAKERY ENTREPRENEUR,924,an experienced aviation supply specialist,"['BAKERY', 'ENTREPRENEUR']","['an', 'experienced', 'aviation', 'supply', 'specialist']",0.849790474
891,925,STAFFING COORDINATOR,925,Staffing Coordinator a dedicated staffing coordinator the staffing coordinator the dedicated staffing coordinator,"['STAFFING', 'COORDINATOR']","['Staffing', 'Coordinator', 'a', 'dedicated', 'staffing', 'coordinator', 'the', 'staffing', 'coordinator', 'the', 'dedicated', 'staffing', 'coordinator']",0.515241472
892,926,CHILD ADVOCATE MANAGER,926,,"['CHILD', 'ADVOCATE', 'MANAGER']",[],0
893,927,SENIOR CUSTOMER SERVICE ADVOCATE,927,diverse healthcare specialists,"['SENIOR', 'CUSTOMER', 'SERVICE', 'ADVOCATE']","['diverse', 'healthcare', 'specialists']",0.376754188
894,928,INFORMATION TECHNOLOGY MANAGER,928,,"['INFORMATION', 'TECHNOLOGY', 'MANAGER']",[],0
895,929,FINANCE MANAGER,929,,"['FINANCE', 'MANAGER']",[],0
896,930,"CORPORATE FACILITATOR, PERFORMANCE COACH AND DEVELOPER",930,a corporate facilitator,"['CORPORATE', 'FACILITATOR,', 'PERFORMANCE', 'COACH', 'AND', 'DEVELOPER']","['a', 'corporate', 'facilitator']",0.432886397
897,931,ASSOCIATE CLAIM PROCESSOR/MEMBER SERVICE ADVOCATE,931,,"['ASSOCIATE', 'CLAIM', 'PROCESSOR/MEMBER', 'SERVICE', 'ADVOCATE']",[],0
898,932,PATIENT EXPERIENCE MANAGER,932,,"['PATIENT', 'EXPERIENCE', 'MANAGER']",[],0
899,933,REGIONAL HR BUSINESS PARTNER,933,,"['REGIONAL', 'HR', 'BUSINESS', 'PARTNER']",[],0
900,934,OPERATIONS ASSOCIATE,934,executive teams,"['OPERATIONS', 'ASSOCIATE']","['executive', 'teams']",0.604570242
901,935,"SENIOR HR MANAGER, HR BUSINESS PARTNER",935,,"['SENIOR', 'HR', 'MANAGER,', 'HR', 'BUSINESS', 'PARTNER']",[],0
902,936,CONCIERGE,936,,['CONCIERGE'],[],0
903,937,AUDIT AND RECOVERY SPECIALIST,937,an Audit and Recovery Specialist,"['AUDIT', 'AND', 'RECOVERY', 'SPECIALIST']","['an', 'Audit', 'and', 'Recovery', 'Specialist']",0.280054848
904,938,QUALITY ASSURANCE ADVOCATE,938,,"['QUALITY', 'ASSURANCE', 'ADVOCATE']",[],0
905,939,INFORMATION TECHNOLOGY SPECIALIST (INFOSEC),939,the IT specialist an exceptional senior advisor,"['INFORMATION', 'TECHNOLOGY', 'SPECIALIST', '(INFOSEC)']","['the', 'IT', 'specialist', 'an', 'exceptional', 'senior', 'advisor']",0.233462824
906,940,INSTRUCTOR/WRITER,940,a Quality Control Inspector an exemplary representative,['INSTRUCTOR/WRITER'],"['a', 'Quality', 'Control', 'Inspector', 'an', 'exemplary', 'representative']",0.948206609
907,941,HEALTHCARE ADMINISTRATOR,941,a talented healthcare administrator technology architecture,"['HEALTHCARE', 'ADMINISTRATOR']","['a', 'talented', 'healthcare', 'administrator', 'technology', 'architecture']",0.454971029
908,942,DISTRICT MANAGER,942,,"['DISTRICT', 'MANAGER']",[],0
909,943,HR ASSISTANT III,943,,"['HR', 'ASSISTANT', 'III']",[],0
910,945,HR SPECIALIST,945,,"['HR', 'SPECIALIST']",[],0
911,946,SALES ASSOCIATE,946,,"['SALES', 'ASSOCIATE']",[],0
912,947,REGIONAL HR MANAGER,947,,"['REGIONAL', 'HR', 'MANAGER']",[],0
913,948,TELLER 3,948,,"['TELLER', '3']",[],0
914,949,INFORMATION TECHNOLOGY SPECIALIST,949,,"['INFORMATION', 'TECHNOLOGY', 'SPECIALIST']",[],0
915,950,ACCOUNTANT,950,,['ACCOUNTANT'],[],0
916,951,INFORMATION TECHNOLOGY MANAGER,951,,"['INFORMATION', 'TECHNOLOGY', 'MANAGER']",[],0
917,952,FINANCE MANAGER,952,,"['FINANCE', 'MANAGER']",[],0
918,953,STAFF ACCOUNTANT,953,,"['STAFF', 'ACCOUNTANT']",[],0
919,954,CORPORATE ADMINISTRATOR,954,,"['CORPORATE', 'ADMINISTRATOR']",[],0
920,955,V/P COMMERCIAL RELATIONSHIP MANAGER,955,,"['V/P', 'COMMERCIAL', 'RELATIONSHIP', 'MANAGER']",[],0
921,956,TEAM MEMBER / PRICER,956,an Owner/Operator,"['TEAM', 'MEMBER', '/', 'PRICER']","['an', 'Owner/Operator']",0.567003907
922,957,MERCHANT SERVICES ADVOCATE,957,,"['MERCHANT', 'SERVICES', 'ADVOCATE']",[],0
923,958,CERTIFIED MASTER PERSONAL TRAINER,958,a remarkable certified master personal trainer a highly skilled certified master personal trainer a certified master personal trainer trainer performance and a seasoned personal trainer exemplifies a successful blend of interpersonal skills and technical expertise,"['CERTIFIED', 'MASTER', 'PERSONAL', 'TRAINER']","['a', 'remarkable', 'certified', 'master', 'personal', 'trainer', 'a', 'highly', 'skilled', 'certified', 'master', 'personal', 'trainer', 'a', 'certified', 'master', 'personal', 'trainer', 'trainer', 'performance', 'and', 'a', 'seasoned', 'personal', 'trainer', 'exemplifies', 'a', 'successful', 'blend', 'of', 'interpersonal', 'skills', 'and', 'technical', 'expertise']",0.535418831
924,959,RELATIONSHIP SUPPORT OFFICER,959,,"['RELATIONSHIP', 'SUPPORT', 'OFFICER']",[],0
925,960,RADIOLOGICAL CONTROL TECHNICIAN,960,radiological control technician a radiological control technician,"['RADIOLOGICAL', 'CONTROL', 'TECHNICIAN']","['radiological', 'control', 'technician', 'a', 'radiological', 'control', 'technician']",0.485218565
926,961,DANCE EDUCATOR,961,,"['DANCE', 'EDUCATOR']",[],0
927,962,SENIOR COMPLIANCE OFFICER,962,,"['SENIOR', 'COMPLIANCE', 'OFFICER']",[],0
928,963,FINANCE MANAGER,963,a top producer a top producer,"['FINANCE', 'MANAGER']","['a', 'top', 'producer', 'a', 'top', 'producer']",0.352549281
929,964,HEALTH ADVOCATE,964,,"['HEALTH', 'ADVOCATE']",[],0
930,965,GENERAL ACCOUNTANT,965,,"['GENERAL', 'ACCOUNTANT']",[],0
931,966,SHELTER ADVOCATE,966,,"['SHELTER', 'ADVOCATE']",[],0
932,967,I,967,a dedicated Healthcare Marketing Specialist a healthcare marketing specialist,['I'],"['a', 'dedicated', 'Healthcare', 'Marketing', 'Specialist', 'a', 'healthcare', 'marketing', 'specialist']",0.775476285
933,968,SENIOR MARKETING AUTOMATION CONSULTANT,968,,"['SENIOR', 'MARKETING', 'AUTOMATION', 'CONSULTANT']",[],0
934,969,PARALEGAL,969,key executives an Operator,['PARALEGAL'],"['key', 'executives', 'an', 'Operator']",0.848335761
935,970,REVOLVING CREDIT SUPPORT SPECIALIST,970,this support specialists communication skills this talented support specialist,"['REVOLVING', 'CREDIT', 'SUPPORT', 'SPECIALIST']","['this', 'support', 'specialists', 'communication', 'skills', 'this', 'talented', 'support', 'specialist']",0.427990805
936,971,PERSONAL BANKER(SAFE)1 AND BUSINESS ADVOCATE,971,,"['PERSONAL', 'BANKER(SAFE)1', 'AND', 'BUSINESS', 'ADVOCATE']",[],0
937,972,MATERIAL AND TOOLING CONTROL LEAD,972,brokers production operators,"['MATERIAL', 'AND', 'TOOLING', 'CONTROL', 'LEAD']","['brokers', 'production', 'operators']",0.727318882
938,973,STAFF ASSISTANT,973,CISO executives a seasoned executive assistant role high-level executivesskills,"['STAFF', 'ASSISTANT']","['CISO', 'executives', 'a', 'seasoned', 'executive', 'assistant', 'role', 'high-level', 'executivesskills']",0.588506164
939,975,INSIDE ACCOUNT MANAGER,975,,"['INSIDE', 'ACCOUNT', 'MANAGER']",[],0
940,976,FINANCE MANAGER,976,an online learning coordinator,"['FINANCE', 'MANAGER']","['an', 'online', 'learning', 'coordinator']",0.403830475
941,977,ACCOUNTANT,977,,['ACCOUNTANT'],[],0
942,978,SENIOR STUDENT FINANCE SPECIALIST,978,a Pharmaceutical Sales Representative,"['SENIOR', 'STUDENT', 'FINANCE', 'SPECIALIST']","['a', 'Pharmaceutical', 'Sales', 'Representative']",0.301912893
943,979,INFORMATION TECHNOLOGY ANALYST,979,,"['INFORMATION', 'TECHNOLOGY', 'ANALYST']",[],0
944,980,FINANCE MANAGER,980,,"['FINANCE', 'MANAGER']",[],0
945,981,HR SHARED SERVICES ANALYST,981,the analyst's unwavering commitment the HR Shared Services Analyst's operational expertise,"['HR', 'SHARED', 'SERVICES', 'ANALYST']","['the', ""analyst's"", 'unwavering', 'commitment', 'the', 'HR', 'Shared', 'Services', ""Analyst's"", 'operational', 'expertise']",0.355100441
946,982,RECREATION & SPORTS COORDINATOR,982,a driven recreation and sports coordinator this Coordinator a Recreation Supervisor position,"['RECREATION', '&', 'SPORTS', 'COORDINATOR']","['a', 'driven', 'recreation', 'and', 'sports', 'coordinator', 'this', 'Coordinator', 'a', 'Recreation', 'Supervisor', 'position']",0.377429443
947,983,COORDINATOR OF STUDENT PERSONNEL SERVICES,983,,"['COORDINATOR', 'OF', 'STUDENT', 'PERSONNEL', 'SERVICES']",[],0
948,984,MEDICAL SUPPORT ASSISTANT,984,the Medical Support Assistant's proficiency a personal trainer,"['MEDICAL', 'SUPPORT', 'ASSISTANT']","['the', 'Medical', 'Support', ""Assistant's"", 'proficiency', 'a', 'personal', 'trainer']",0.446191762
949,985,HR ADMINISTRATOR/MARKETING ASSOCIATE HR ADMINISTRATOR,985,,"['HR', 'ADMINISTRATOR/MARKETING', 'ASSOCIATE', 'HR', 'ADMINISTRATOR']",[],0
950,986,FITNESS DIRECTOR,986,personal trainers personal trainers,"['FITNESS', 'DIRECTOR']","['personal', 'trainers', 'personal', 'trainers']",0.632817861
951,987,"DIRECTOR, CLINICAL RESEARCH OPERATIONS & MEDICAL SCIENCE LIAISON",987,a talented sleep technologist the audit and recovery specialist,"['DIRECTOR,', 'CLINICAL', 'RESEARCH', 'OPERATIONS', '&', 'MEDICAL', 'SCIENCE', 'LIAISON']","['a', 'talented', 'sleep', 'technologist', 'the', 'audit', 'and', 'recovery', 'specialist']",0.37486984
952,988,IT DIRECTOR,988,executive teams international partners a highly skilled information technology intern,"['IT', 'DIRECTOR']","['executive', 'teams', 'international', 'partners', 'a', 'highly', 'skilled', 'information', 'technology', 'intern']",0.389564893
953,989,LEAD AEROSPACE ASSEMBLER,989,,"['LEAD', 'AEROSPACE', 'ASSEMBLER']",[],0
954,990,AVIATION FUEL QUALITY CONTROL SPECIALIST,990,an exceptionally talented aviation fuel quality control specialist,"['AVIATION', 'FUEL', 'QUALITY', 'CONTROL', 'SPECIALIST']","['an', 'exceptionally', 'talented', 'aviation', 'fuel', 'quality', 'control', 'specialist']",0.343567839
955,991,SENIOR MANAGER -NATIONAL SALES FINANCE,991,internal controls,"['SENIOR', 'MANAGER', '-NATIONAL', 'SALES', 'FINANCE']","['internal', 'controls']",0.418007966
956,992,PLANT OPERATOR,992,new operators a skilled and dedicated plant operator a highly skilled plant operator,"['PLANT', 'OPERATOR']","['new', 'operators', 'a', 'skilled', 'and', 'dedicated', 'plant', 'operator', 'a', 'highly', 'skilled', 'plant', 'operator']",0.623399602
957,993,OPERATIONS FINANCE DIRECTOR,993,internal controls,"['OPERATIONS', 'FINANCE', 'DIRECTOR']","['internal', 'controls']",0.484814096
958,994,SENIOR MANAGER/SPECIALIST LEADER HEALTHCARE,994,,"['SENIOR', 'MANAGER/SPECIALIST', 'LEADER', 'HEALTHCARE']",[],0
959,995,CULINARY ARTS INSTRUCTOR,995,,"['CULINARY', 'ARTS', 'INSTRUCTOR']",[],0
960,996,MIDDLE SCHOOL PRINCIPAL,996,senior executives,"['MIDDLE', 'SCHOOL', 'PRINCIPAL']","['senior', 'executives']",0.735861219
961,997,INFORMATION TECHNOLOGY TECHNICIAN I,997,this technician rigorous internal controls,"['INFORMATION', 'TECHNOLOGY', 'TECHNICIAN', 'I']","['this', 'technician', 'rigorous', 'internal', 'controls']",0.409723124
962,998,DEALERSHIP FINANCE MANAGER,998,,"['DEALERSHIP', 'FINANCE', 'MANAGER']",[],0
963,999,INFORMATION TECHNOLOGY AND AWS ADMIN INTERN,999,an Information Technology and AWS Admin Intern an Information Technology and AWS Admin Intern an Information Technology and AWS Admin Intern,"['INFORMATION', 'TECHNOLOGY', 'AND', 'AWS', 'ADMIN', 'INTERN']","['an', 'Information', 'Technology', 'and', 'AWS', 'Admin', 'Intern', 'an', 'Information', 'Technology', 'and', 'AWS', 'Admin', 'Intern', 'an', 'Information', 'Technology', 'and', 'AWS', 'Admin', 'Intern']",0.189947352
